COD_OFICI,COD_NIVELOFIC,des_ofici,cod_cbc,des_cbc,cod_zona,des_zona,COD_TERRIT,des_territ,cod_areanego,des_areanego
3807,10,MORAL CALATRAVA (AGTE:R.FERNANDEZ),6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4133,10,MANZANARES,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6090,10,LA SOLANA,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6480,10,VALDEPEÑAS,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6693,20,CBC-VALDEPEÑAS,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6715,10,VILLANUEVA DE LOS INFANTES,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7603,10,VALDEPEÑAS-SEIS DE JUNIO 73,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
956,10,PUERTOLLANO-AV.PRIMERO DE MAYO 4,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1470,10,ARGAMASILLA DE CALATRAVA,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1522,10,PUERTOLLANO-AV. PRIMERO DE MAYO 7,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2829,10,PUERTOLLANO-PASEO SAN GREGORIO,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2865,10,ALMADEN,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3801,10,CALZADA C(AGTE:R.FERNANDEZ ESPINOSA),6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5320,10,PUERTOLLANO-CENTRO,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5321,10,PUERTOLLANO-SALESIANOS,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6713,20,CBC-PUERTOLLANO,6713,CBC-PUERTOLLANO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
176,10,LAS PEDROÑERAS,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
379,10,MOTA DEL CUERVO,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
394,10,TOMELLOSO-DON VICTOR PEÑASCO 46,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1044,10,VILLARROBLEDO-SAN BERNARDO,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2855,10,VILLARROBLEDO-OCTAVIO CUARTERO-OTPA,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2867,10,TOMELLOSO-DON VICTOR PEÑASCO 25,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2869,10,SOCUELLAMOS,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3644,10,TOMELLOSO1(AGTE:R.SERRANO QUEVEDO),7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3803,10,ARGAMASILLA ALBA (AGTE:J.SERRANO),7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5086,10,TOMELLOSO (AGTE:M.MOR OFIC. TECNICA),7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6157,10,TOMELLOSO-ANTONIO HUERTAS,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6350,10,TOMELLOSO,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6753,10,VILLARROBLEDO,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7122,20,CBC-TOMELLOSO,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7679,10,PEDRO MUÑOZ,7122,CBC-TOMELLOSO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
861,10,TALAVERA DE LA REINA-PLAZA TRINIDAD,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2563,10,TALAVERA DE LA REINA-CONSTITUCION,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2827,10,TALAVERA - PIO XII,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4117,10,MALPICA DE TAJO,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4282,10,MALPICA DE TAJO,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4457,10,LA PUEBLA DE MONTALBAN,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4600,10,NAVALCAN,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6200,10,TALAVERA REINA-TDAD.,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6201,10,TALAVERA DE LA REINA-PORTIÑA,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6202,10,TALAVERA REINA AG. 2,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7088,10,TALAVERA REINA-BANDERAS DE CASTILLA,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7495,10,MALPICA DE TAJO-OTP,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7685,10,TALAVERA-FRANCISCO AGUIRRE,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
8073,10,DUO TALAVERA DE LA REINA,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
9683,20,CBC-TALAVERA DE LA REINA,9683,CBC-TALAVERA DE LA REINA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
46,10,MORA DE TOLEDO,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
357,10,SONSECA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
860,10,TOLEDO,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1111,10,TOLEDO-U.N. CASTILLA-MANCHA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2490,10,TOLEDO-CLIENTES BANCA PERSONAL,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2831,10,TOLEDO-ZOCODOVER,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2873,10,TOLEDO-SANTA JUSTA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3824,10,AÑOVER(AGTE:A.RUANO),9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4411,10,NAVAHERMOSA (AGTE:GABINETE ASCEM SL),9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4418,10,MORA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4444,10,TOLEDO-BENQUERENCIA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4464,10,TOLEDO-AV.PORTUGAL,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4603,10,CABAÑAS DE LA SAGRA(AGTE:A.RGUEZ),9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5085,10,RECAS (AGTE:E.LEGARDA REY),9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5112,10,POLAN (AGTE:Y.SANCHEZ GARCIA),9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5623,10,TOLEDO-BANCA PERSONAL,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5649,10,CASTILLA/LA MANCHA-SUC.INSTITUCIONAL,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6330,10,TOLEDO-COMERCIO,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6331,10,TOLEDO-PALOMAREJOS,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6332,10,TOLEDO-POLIGONO,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6333,10,TOLEDO-SANTA BARBARA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6334,10,TOLEDO-SANTA TERESA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6335,10,TOLEDO-BUENAVISTA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7513,10,TOLEDO-SANTA TERESA,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7538,10,ACADEMIA INFANTERIA-OTP,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
9684,20,CBC-TOLEDO-COMERCIO,9684,CBC-TOLEDO-COMERCIO,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
862,10,TORRIJOS-AV. DE LA ESTACION 32,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
883,10,ILLESCAS,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1069,10,FUENSALIDA,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2577,10,ESQUIVIAS,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2744,10,FUENSALIDA,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3117,10,ILLESCAS,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3873,10,FUENSALIDA (AGTE.EUROFOMENTO EMPRESA,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4452,10,TORRIJOS,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5033,10,YUNCOS(AGTE:C.NIETO),9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5770,10,ESCALONA (AGTE:A.SAEZ SAUGAR),9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5978,10,SESEÑA,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6413,10,TORRIJOS,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6673,10,YUNCOS,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
9685,20,CBC-ILLESCAS,9685,CBC-ILLESCAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
9802,30,Z.MANCHA ORIENTAL,,,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
140,10,ALBACETE-TESIFONTE GALLEGO,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
144,10,ALBACETE-MARIA MARIN,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1266,10,ALBACETE-CL.BCA.PERSONAL,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1424,10,ALBACETE-MTZ.VILLENA,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1425,10,ALBACETE-MARIA MARIN,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1427,10,ALBACETE-PARQUE,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1514,10,ALBACETE-MENENDEZ PIDAL,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1567,10,ALBACETE-PEREZ PASTOR,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1914,10,ALBACETE-MARTINEZ VILLENA 13,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2852,10,ALBACETE-ALTOZANO,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2857,10,ALBACETE-AV. ESPAÑA,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2860,10,ALBACETE-MAYOR,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3772,10,EL BONILLO (AGTE:C.ORTIZ SOLANA),7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3774,10,PEÑAS SAN PEDRO (AGTE:L.SARRIO TIER),7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4110,10,CASASIMARRO (AGTE:P. SIDERA),7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4406,10,RIOPAR(AGTE:J. GARCIA),7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4687,10,ALBACETE-MARTINEZ VILLENA 14,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4781,10,ALBACETE-VANDELVIRA,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5111,10,ALBACETE1 (AGTE:A.ALARCON COTILLAS),7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5996,10,ALBACETE-CTRA.MADRID,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6122,10,ALBACETE-CTRA JAEN,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6949,10,ALBACETE-BASE AEREA LOS LLANOS-OTPA,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7136,20,CBC-ALBACETE-M.VILLENA,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7426,10,ALBACETE-PASEO DE LA LIBERTAD,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7549,10,ALBACETE-ROSARIO,7136,CBC-ALBACETE-M.VILLENA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
524,10,MINGLANILLA,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1288,10,LA RODA-RAMON Y CAJAL,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1673,10,INIESTA,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1808,10,SAN CLEMENTE (AGTE:P.PATIÑO MOYA),7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1860,10,CASAS-IBAÑEZ,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2817,10,LA RODA-MARTIRES,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3040,10,HONRUBIA,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3816,10,"PEDROÑERAS(AGTE:ASECONSE,SL)",7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3831,10,INIESTA (AGTE:M.MONSALVEZ SEGOVIA),7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3842,10,SISANTE (AGTE:SYF MARPAS CB),7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3939,10,BELMONTE (AGTE:JM.CAMPOS),7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4474,10,MOTA DEL CUERVO,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4477,10,MOTILLA DEL PALANCAR,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4978,10,VILLANUEVA JARA(AGTE:R.RIVERA PEREZ),7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5490,10,LA RODA,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5615,10,SAN CLEMENTE,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7166,20,CBC-LA RODA,7166,CBC-LA RODA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
110,10,ALMANSA-VIRGEN DE BELEN,7167,CBC-ALMANSA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
114,10,CAUDETE-PLAZA CARMEN,7167,CBC-ALMANSA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1452,10,ALMANSA,7167,CBC-ALMANSA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2856,10,CAUDETE-PASEO LUIS GOLF,7167,CBC-ALMANSA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6124,10,ALMANSA-CORREDERA,7167,CBC-ALMANSA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7167,20,CBC-ALMANSA,7167,CBC-ALMANSA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7527,10,ALMANSA,7167,CBC-ALMANSA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1370,10,HELLIN,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1426,10,POZOCAÑADA,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3776,10,TOBARRA (AGTE:M.INIESTA PEREZ),7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3778,10,ELCHE SIERRA (AGTE:V.RUBIO FERNANDEZ,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5200,10,POZOHONDO,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6123,10,HELLIN-GRAN VIA,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6320,10,TOBARRA,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7652,20,CBC-HELLIN,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7974,10,POZOHONDO-OTP,7652,CBC-HELLIN,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
175,10,CUENCA-CARRETERIA,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2310,10,CUENCA,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2352,10,CUENCA-SAN FERNANDO,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2858,10,CUENCA-FERMIN CABALLERO,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2859,10,CUENCA-HERMANOS BECERRIL,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3739,10,CUENCA2(AGTE:J.TORREMOCHA MEDINA),7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3828,10,VALERA ABAJO (AGTE:M.DIAZ APARICIO),7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3832,10,CAÑETE (AGTE:P.LAGUNAS DOMINGUEZ),7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4234,10,CUENCA (AGTE:F.GONZALEZ TOSTADO),7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4328,10,MOLINA DE ARAGON,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4498,10,CUENCA-PARQUE SAN JULIAN,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4726,10,CUENCA1 (AGTE:ASESORIA CASTILLA SL),7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5212,10,PRIEGO,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5896,10,CUENCA-AV. REYES CATOLICOS,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6671,10,CUENCA-VILLARROMAN,7696,CBC-CUENCA-CARRETERIA,9802,Z.MANCHA ORIENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
