COD_IDCONTRA,COD_PERSONA,FAP_CONTR,IMP_CAPDIS,IMP_CAPINI,IMP_CAPPEN
00000100000000000349493387,465775,07APR2004,46600.00,46600.00,21505.85
00000000000000000255442615,465901,28APR2015,20721.36,20721.36,16688.03
00000000000000000370669868,465901,08FEB2017,6175.29,6175.29,6099.04
00000000000000000017810718,466882,05OCT2005,2800.00,2800.00,0.00
00000000000000000242860994,470881,25AUG2014,2000.00,2000.00,0.00
00000000000000000259988842,470881,06JUL2015,12121.21,12121.21,5701.43
00000000000000000278529628,470881,22APR2016,10000.00,10000.00,8416.18
00000000000000000021207684,472746,18JUN2009,127985.94,124785.94,119358.93
00000000000000000021207712,472746,18JUN2009,4194.71,4606.80,3062.74
00000000000000000065347517,475268,18JAN2010,46040.29,40939.71,35314.31
00000000000000000251295632,476790,04MAY2016,0.00,0.00,0.00
00000000000000000017198732,489315,07APR2004,144243.00,144243.00,6128.66
00000000000000000018520126,490574,29MAY2009,118700.00,118700.00,107173.72
00000000000000000269401953,492100,30NOV2015,15000.00,15000.00,0.00
00000000000000000275531359,493227,03MAR2016,0.00,0.00,0.00
00000000000000000361101134,493227,29SEP2016,0.00,0.00,0.00
00000000000000000367277573,493227,19DEC2016,0.00,139.00,94.03
00000000000000000283645505,494025,28MAR2006,215100.00,215100.00,54147.56
00000000000000000024939964,503201,10MAR1998,59950.96,60101.21,19958.35
00000000000000000155769541,509235,04OCT2012,27000.00,27000.00,22503.16
00000000000000000280538786,516721,13JUN2016,17637.85,17637.85,16266.97
00000000000000000019394147,520037,15DEC1999,54091.09,54091.09,10445.38
00000000000000000370400152,521156,03FEB2017,0.00,0.00,0.00
00000000000000000239569122,521718,24JUN2014,10400.00,10400.00,4426.90
00000100000000000517922083,523351,19MAY2011,130092.72,135527.57,103749.37
00000000000000000283279104,526881,04JUL2008,3200.00,3200.00,2246.26
00000000000000000018388899,527775,15JUL2003,205000.00,205000.00,60506.22
00000000000000000274778304,534281,19FEB2016,0.00,0.00,0.00
00000000000000000356188161,534281,05JUL2016,0.00,0.00,0.00
00000000000000000356956462,534281,18JUL2016,0.00,0.00,0.00
00000000000000000020104474,541123,21APR1998,87045.54,27045.54,46759.94
00000000000000000366557775,542079,29DEC2016,140370.80,140370.80,137728.77
00000000000000000025862174,543419,26JUL2007,142350.00,142350.00,96252.19
00000000000000000025862175,543419,26JUL2007,132914.00,132914.00,89872.05
00000000000000000025862176,543419,26JUL2007,148606.00,148606.00,100482.50
00000000000000000253551902,543606,25MAR2015,88458.33,88458.33,80937.73
00000000000000000016894918,547664,24MAY2006,169456.70,169456.70,124653.92
00000000000000000138394905,550459,14JUN2011,36000.00,36000.00,0.00
00000000000000000159885203,560393,03DEC2012,4601.23,4601.23,0.00
00000000000000000259813391,560393,02JUL2015,9640.81,9640.81,0.00
00000000000000000365800996,560393,28NOV2016,13000.00,13000.00,12258.23
00000000000000000016967939,563507,30JAN2008,15000.00,15000.00,0.00
00000000000000000138469484,563507,15JUN2011,6000.00,6000.00,0.00
00000000000000000142410623,563507,05OCT2011,3490.01,3490.01,0.00
00000000000000000020937073,563588,24OCT2003,98896.22,96000.00,43097.26
00000000000000000232789041,563588,25MAR2014,42050.00,42050.00,37011.55
00000000000000000356325110,568592,07JUL2016,4200.00,4200.00,2134.96
00000000000000000174610580,572442,17JUN2010,179000.00,179000.00,75965.88
00000000000000000174617543,572442,13FEB2001,14736.82,14736.82,0.00
00000000000000000279231664,574120,04MAY2016,0.00,0.00,0.00
00000000000000000241619313,574250,25JUL2014,18774.70,18774.70,10324.15
00000000000000000249959794,576017,20JAN2015,1890.00,1890.00,0.00
00000000000000000018111465,576480,26MAY2004,0.00,186170.00,0.00
00000000000000000018111472,576480,28MAY2004,186170.00,186170.00,96258.81
00000000000000000021801874,576746,30APR1998,114192.30,114192.30,10659.42
00000000000000000259841001,578516,23JUL2015,17000.00,17000.00,0.00
00000000000000000367349192,578919,20DEC2016,992.53,992.53,0.00
00000000000000000370096028,578919,31JAN2017,1190.69,1190.69,0.00
00000000000000000019426601,579646,02JUN1997,54692.10,54692.10,1013.22
00000000000000000283243074,579984,14JUN1997,120202.42,120202.42,2229.70
00000000000000000283243140,579984,14AUG2007,220000.00,220000.00,149196.82
00000000000000000283243299,579984,14MAR2006,200000.00,200000.00,126899.96
00000000000000000017086329,584266,25APR2000,39065.79,39065.79,16758.05
00000000000000000359129023,592446,17MAY2007,0.00,415027.92,385033.30
00000000000000000359154117,592446,17MAY2007,393851.25,3471.58,385033.30
00000000000000000016888734,595795,17MAY2001,73262.75,37262.75,35720.36
00000000000000000255928853,603771,11MAY2015,55000.00,55000.00,51034.92
00000000000000000017564203,606408,25JUL2008,12678.33,12678.33,0.00
00000000000000000017564796,606408,30NOV2007,45000.00,45000.00,31643.50
00000000000000000025092101,610445,31MAY2001,49249.67,36301.13,0.00
00000100000000000683522277,611744,17DEC2012,98241.00,98241.00,84216.08
00000000000000000263115505,611987,01SEP2015,2350.01,2350.01,0.00
00000000000000000018524440,615787,27OCT2006,260000.00,260000.00,213430.23
00000000000000000237267314,615787,20MAY2014,10602.44,10602.44,6375.03
00000000000000000152398992,617298,04JUN2012,10000.00,10000.00,656.70
00000000000000000280015348,617298,18MAY2016,27905.96,27905.96,25666.73
00000000000000000024381306,617383,28OCT2005,362400.00,362466.92,119559.06
00000000000000000016624200,620167,08MAY2002,72796.00,72796.00,9086.83
00000000000000000274543977,621994,17FEB2016,7124.68,7124.68,0.00
00000000000000000279216118,621994,06MAY2016,9160.31,9160.31,7799.66
00000000000000000371963644,621994,27FEB2017,1509.00,1509.00,1471.49
00000000000000000364237567,622166,07NOV2016,0.00,0.00,0.00
00000000000000000017814982,623109,12MAY2005,196560.00,196560.00,148213.57
00000000000000000140124894,623421,26AUG2011,81500.00,81500.00,57233.99
00000000000000000242478954,623421,03SEP2014,12182.74,12182.74,10552.84
00000000000000000262822067,623421,01SEP2015,10385.12,10385.12,7489.17
00000000000000000170280998,626813,30JAN2009,80000.00,80000.00,34848.84
00000000000000000283723170,633579,19OCT2006,44433.40,44433.40,32381.64
00000000000000000283723214,633579,19DEC2000,60101.21,60101.21,36567.87
00000000000000000016587311,634884,06AUG2003,36000.00,36000.00,0.00
00000000000000000257761681,634884,09JUN2015,3000.00,3000.00,0.00
00000000000000000273915560,634884,10FEB2016,10728.08,10728.08,8646.72
00000000000000000280556117,634884,27MAY2016,2000.00,2000.00,333.30
00000000000000000283415359,643587,28FEB2002,115000.00,115000.00,69097.05
00000000000000000283543530,643587,11MAY2015,5500.00,5500.00,2266.79
00000000000000000280967535,647413,10JUN2016,3190.00,3190.00,2427.87
00000000000000000283618221,647413,04AUG2006,188000.00,188000.00,176871.25
00000000000000000021158703,651716,03APR2003,90200.00,90200.00,18749.40
00000100000000000350782716,654766,11OCT2006,600000.00,600000.00,0.00
00000000000000000024541565,656716,28NOV1990,6608.73,6608.73,0.00
00000000000000000025704472,660852,18APR2006,90134.40,90134.40,47851.79
00000000000000000258955321,660852,19JUN2015,7037.30,7037.30,5398.65
00000000000000000260423538,660852,13JUL2015,3709.26,3709.26,2661.95
00000000000000000271975448,660852,05JAN2016,8064.32,8064.32,7183.44
00000000000000000280031532,663657,18MAY2016,4811.62,4811.62,4469.88
00000000000000000082846600,671258,27MAY2010,120000.00,92241.16,81038.10
00000000000000000019600321,673985,17MAR2004,58300.00,58300.00,23850.11
00000000000000000239291143,673985,18JUN2014,9636.17,9636.17,4931.91
00000000000000000358023423,673985,02AUG2016,0.00,0.00,0.00
00000000000000000017942959,674651,30MAR2005,90000.00,90000.00,57263.66
00000000000000000023996002,675083,27OCT2006,139500.00,139500.00,106479.34
00000000000000000147210362,675083,31JAN2012,16270.56,16270.56,5671.06
00000100000000000350909598,678023,11MAY2005,53600.00,53600.00,24783.87
00000000000000000283399796,678238,20MAR2013,30000.00,30000.00,7275.78
00000000000000000021320494,679927,15NOV2006,156000.00,156000.00,33517.59
00000000000000000362700660,680688,17OCT2016,0.00,0.00,0.00
00000000000000000362701763,680688,17OCT2016,0.00,0.00,0.00
00000000000000000024300750,683974,01APR2009,89428.80,89428.80,67492.17
00000000000000000267939762,686363,25NOV2015,10000.00,10000.00,0.00
00000000000000000365382216,686363,02DEC2016,10000.00,10000.00,0.00
00000000000000000019760598,694504,05FEB2008,24000.00,24000.00,2527.50
00000000000000000154126604,696797,31JUL2012,270900.00,270900.00,231838.54
00000000000000000281139179,697443,07JUN2016,0.00,0.00,0.00
00000000000000000359527299,697443,05SEP2016,0.00,0.00,0.00
00000000000000000366338595,697443,02DEC2016,0.00,424.38,215.34
00000100000000000717851007,697906,17JAN2013,88363.00,88363.00,75963.97
00000000000000000230373988,699965,24JAN2014,11770.73,11770.73,3124.84
00000000000000000250080789,699965,14JAN2015,0.00,0.00,0.00
00000000000000000265878424,704108,19OCT2015,1430.00,1430.00,0.00
00000000000000000272498299,704108,18JAN2016,1236.00,1236.00,0.00
00000000000000000277889628,704108,15APR2016,1408.00,1408.00,0.00
00000000000000000356799429,704108,19JUL2016,1497.33,1497.33,0.00
00000000000000000362867846,704108,19OCT2016,1410.06,1410.06,0.00
00000000000000000369301071,704108,19JAN2017,1500.00,1500.00,500.00
00000000000000000361180290,712515,30SEP2016,0.00,300.00,0.00
00000000000000000261691644,713461,03AUG2015,0.00,0.00,0.00
00000100000000001195541654,713461,10MAR2015,20000.00,20000.00,7953.24
00000000000000000016589872,717686,03JUN2004,165000.00,165000.00,91190.55
00000000000000000254494190,717686,07APR2015,15991.96,15991.96,12628.47
00000000000000000355124661,718822,20JUN2016,2098.26,2098.26,769.02
00000000000000000176365144,719391,01OCT1998,84141.69,84141.69,19286.02
00000000000000000279693199,725716,31MAY2016,68729.12,68729.12,66473.01
00000000000000000360193861,729547,15SEP2016,99836.90,167795.40,99836.90
00000000000000000175119715,730441,03NOV2000,48080.97,48080.97,7713.50
00000000000000000192762945,737031,14AUG2013,52785.13,52785.13,43954.04
00000000000000000017861119,739303,15JAN2008,197700.00,197700.00,167248.67
00000000000000000109381631,740788,16DEC2010,15310.45,15310.45,0.00
00000000000000000080850692,741814,22APR2010,113792.28,113792.28,84651.96
00000000000000000019912346,742096,06NOV2000,144242.91,144242.91,14550.51
00000000000000000230295492,742096,28JAN2014,6000.00,6000.00,0.00
00000000000000000277401056,742096,12APR2016,3000.00,3000.00,257.70
00000000000000000153894890,743105,05JUL2012,10000.00,10000.00,853.92
00000000000000000159506070,743105,23NOV2012,20000.00,20000.00,3352.13
00000000000000000246683448,743105,12NOV2014,10000.00,10000.00,4776.45
00000000000000000262506815,748611,19AUG2015,0.00,0.00,0.00
00000000000000000262647272,748611,24AUG2015,0.00,0.00,0.00
00000000000000000265896212,748611,16OCT2015,0.00,0.00,0.00
00000000000000000265988086,748611,19OCT2015,0.00,0.00,0.00
00000000000000000145522486,755752,28DEC2011,130000.00,130000.00,116327.37
00000000000000000283720311,756791,10JAN2006,171422.33,171422.33,87631.59
00000000000000000283256084,757523,30OCT2015,25000.00,25000.00,18434.15
00000000000000000024239637,759788,22SEP2004,63960.00,63960.00,28682.85
00000000000000000251690076,764789,12FEB2015,4733.22,4733.22,1617.45
00000000000000000025664502,778867,06FEB2003,63948.61,63948.61,11645.80
00000000000000000287688089,780250,22NOV2005,41480.00,41480.00,21126.75
00000000000000000166521790,781360,13MAR2008,107000.00,107000.00,37250.23
00000000000000000170551381,781360,01JUL2005,70000.00,70000.00,9077.61
00000100000000000349350569,783617,04NOV2009,27000.00,27000.00,9241.57
00000000000000000155619910,792516,28AUG2012,13239.29,13239.29,7106.42
00000000000000000176363274,799479,05MAY2006,270455.00,300000.00,210983.46
00000000000000000061857055,808453,17DEC2009,12589.40,12589.40,1754.62
00000000000000000108752473,813974,03DEC2010,90000.00,90000.00,72387.80
00000000000000000153162735,815858,19JUN2012,6000.00,6000.00,0.00
00000000000000000161723076,816709,05MAR2013,16906.24,16906.24,9199.18
00000000000000000283707855,820411,07JUN2007,100000.00,100000.00,61983.37
00000000000000000017754512,827160,02FEB2006,193000.00,193000.00,139088.27
00000000000000000194482296,827425,10SEP2013,13000.00,13000.00,8371.03
00000000000000000020281935,828410,13MAY2005,150000.00,150000.00,105995.33
00000000000000000021306888,829000,28FEB2003,116000.00,116000.00,33267.46
00000000000000000265087336,830505,29OCT2015,82000.00,82000.00,79702.76
00000000000000000283659381,831165,26NOV2008,97000.00,97000.00,50382.81
00000000000000000171970983,832118,15APR1999,136784.61,136784.61,74417.04
00000000000000000017826717,833489,27NOV2007,267044.43,267044.43,125257.80
00000000000000000157116402,833489,05OCT2012,12000.00,12000.00,0.00
00000000000000000158565810,833489,07NOV2012,4000.00,4000.00,0.00
00000000000000000160811380,833489,27DEC2012,4000.00,4000.00,692.18
00000000000000000163685623,833489,28FEB2013,3000.00,3000.00,0.00
00000000000000000189811986,833489,17JUN2013,7000.00,7000.00,2165.93
00000000000000000265169801,833489,05OCT2015,0.00,0.00,0.00
00000000000000000275539298,833489,03MAR2016,0.00,0.00,0.00
00000000000000000356640897,833489,12JUL2016,0.00,0.00,0.00
00000000000000000361413568,833489,06OCT2016,5333.33,5333.33,3153.03
00000000000000000361588180,833489,05OCT2016,0.00,450.00,154.46
00000000000000000366441204,833489,05DEC2016,0.00,300.00,101.50
00000000000000000259975965,848110,14JUL2015,18986.00,18986.00,12980.90
00000000000000000279453168,862253,09MAY2016,0.00,0.00,0.00
00000000000000000188229896,866016,11JUN2013,14291.64,14291.64,10842.01
00000000000000000172901691,867488,29NOV2007,100000.00,100000.00,79749.91
00000000000000000021225402,869604,23MAY2007,52000.00,52000.00,14733.24
00000000000000000025757563,869604,23MAR1999,43272.87,43272.87,0.00
00000000000000000267382360,878549,06NOV2015,0.00,0.00,0.00
00000000000000000161577953,879860,28FEB2013,11082.81,11082.81,3981.23
00000000000000000059626453,889501,04JUN2004,1800.00,1800.00,0.00
00000000000000000246108817,889501,06NOV2014,3119.62,3119.62,2266.27
00000000000000000020406218,890007,28OCT1997,54091.09,54091.09,17880.92
00000000000000000019611097,892531,25MAY2007,2800.00,2800.00,0.00
00000000000000000020376185,892531,26MAY2005,89935.57,89935.57,63540.16
00000000000000000283463057,893309,28OCT2014,24000.00,24000.00,16793.06
00000000000000000024958719,897292,07JUL2004,81777.79,81777.79,35955.63
00000000000000000108349342,897661,11NOV2010,56146.19,56146.19,37503.78
00000000000000000018189292,897780,01MAR2006,150000.00,150000.00,76374.69
00000000000000000160528803,901374,27DEC2012,16205.56,16205.56,0.00
00000000000000000018304820,904869,10APR2008,14645.88,14645.88,425.96
00000000000000000018306576,904869,27OCT2006,106000.00,106000.00,77936.01
00000000000000000139165440,904869,01JUL2011,6000.00,6000.00,0.00
00000000000000000250672945,904869,26JAN2015,17200.00,17200.00,14418.67
00000000000000000372947839,904869,29MAR2017,5060.00,5060.00,5060.00
00000000000000000277255238,904980,04APR2016,30000.00,30000.00,27344.27
00000000000000000361838865,904980,10OCT2016,27946.26,27946.26,26841.22
00000000000000000018132488,911118,07JUL2005,241000.00,241000.00,106124.05
00000000000000000261599954,925450,31JUL2015,3216.64,3216.64,0.00
00000000000000000274082674,925450,09FEB2016,4139.59,4139.59,3175.95
00000000000000000366499606,925450,07DEC2016,6141.25,6141.25,5907.41
00000000000000000164098633,933275,22MAR2013,27136.80,27136.80,19084.01
00000000000000000192143152,936074,30JUL2013,147101.79,147101.79,129050.42
00000000000000000021547820,943512,21JUN2001,120202.42,120202.42,32390.21
00000000000000000016996133,944688,27NOV2003,102200.00,102200.00,65812.83
00000000000000000357574642,951364,26JUL2016,7000.00,7000.00,5568.58
00000000000000000021017764,953525,04AUG2006,150000.00,150000.00,98293.90
00000000000000000269699387,953525,03DEC2015,6000.00,6000.00,0.00
00000000000000000357702873,953525,27JUL2016,6000.00,6000.00,2000.00
00000000000000000157702554,953999,24OCT2012,18976.52,18976.52,2730.94
00000000000000000019760559,957927,31MAY2006,253000.00,212000.00,200338.54
00000000000000000281336662,960279,13JUN2016,17000.00,17000.00,14737.62
00000000000000000364734785,960279,17NOV2016,4605.94,4605.94,4355.49
00000000000000000024515578,962204,30JUN2000,66892.65,66892.65,14868.00
00000000000000000016715071,964332,18JUL2006,95261.00,95261.00,75874.58
00000000000000000024306146,965409,12DEC2006,45147.40,46900.00,7478.32
00000000000000000020164449,966832,23JAN2004,127789.56,127789.56,26376.50
00000000000000000016672892,967221,11FEB2004,106000.00,106000.00,73530.30
00000000000000000283652318,973153,30APR2004,91057.60,91057.60,51696.05
00000000000000000020053444,973761,07FEB2008,24000.00,24000.00,0.00
00000000000000000019852256,974225,21MAY1999,90151.82,90151.82,13474.69
00000000000000000283692195,977363,16SEP2015,10000.00,10000.00,5891.08
00000000000000000021430720,977387,03AUG2000,62505.26,62505.26,15319.27
00000000000000000017774587,981067,09JUN1998,148131.57,78131.57,86248.94
00000000000000000177787613,981913,07JAN2003,50000.00,50000.00,3112.37
00000000000000000174863748,985199,05JUN2009,150000.00,150000.00,122621.69
00000000000000000357140039,985199,20JUL2016,0.00,0.00,0.00
00000000000000000358563305,985199,12AUG2016,0.00,0.00,0.00
00000000000000000372058031,985199,28FEB2017,0.00,122.00,122.00
00000000000000000254507464,989174,07APR2015,3000.00,3000.00,1177.43
00000000000000000254902272,989174,14APR2015,0.00,0.00,0.00
00000000000000000278174230,989174,18APR2016,0.00,459.00,178.50
00000000000000000280471147,989174,26MAY2016,2200.00,2200.00,1320.24
00000000000000000019825285,991029,24JUL2007,280000.00,280000.00,185822.01
00000000000000000017955854,991252,26OCT1998,94099.91,38099.91,37205.91
00000000000000000141783709,991252,22SEP2011,17200.00,17200.00,0.00
00000000000000000263881709,991252,16SEP2015,4720.76,4720.76,2631.93
00000000000000000360626874,991835,23SEP2016,15000.00,15000.00,14242.94
00000000000000000021886060,992330,08JUN2005,182000.00,182000.00,127484.33
00000000000000000018991390,993170,15JUN2000,84141.69,84141.69,47259.42
